text,emotion,language
"huli ang lahat, alam mo na kung sino kokontakin mo pag nagbago ang isip mo,welcome ka lagi sa TPC.",anticipation,tl
"[PHOTO] Kakatapos lang ng #LD0rdAnniv! Nakakataba ng puso mga dumalo at sumuporta. Ginanahan ulit ako gisingin ang LD sa suportang nakita ko.. [PERSON] sa Schizo (Harlem at [PERSON] Lazy), Johnny M at kayla Thike pati RPN Records. Sa kabattle kong si Hazky. Sa lahat lahat ng pumunta.",joy,tl
[PHOTO] Aye minamalikmata aq nita sossy n ang cum.totoo n ba tlga itong nkikita ko wow ahhh shopping tau mga sisang ng asin dto hahaha with Cecile Astano and Lorna Antones Ninofranco.,anticipation,tl
"REPOST.... gaano kahirap ang magsabi ng totoo... kelangan ko lang yung totoo... para masigurado ko na karapat - dapat kang pagkatiwalaan ulit........ . SABIHIN MO NA ANG TOTOO BAGO PA AKO MAWALA SEO...,,,",sadness,tl
ang hirap tlg!magkasugat sa paa ind ka makapaxok!at ind magawa ang dapat gawin!!!!!!naka0yamot tlg♥ .at ind makapag gala sa gabi!,sadness,tl
"[PHOTO] Nyeta! hindi ako makatulog dahil sa haliparot na toh...! binasa ko talaga mga tweets nya, lalong nag-init ulo ko",anger,tl
"member, be ready guys! You can come back anytime at makisabay sa amin, ewan ko na lang kundi pa kayo magising sa mga surprises mamaya! ;) [WITH]",anticipation,tl
Gusto q neto. Mkkpagrepair n aq. Iwas gatos pa^^ [PHOTO] my mini sewing machine.....thanks ulit sa mama ko.....,joy,tl
"patalinuhan, Diskarte ang kailangan Message mo ko't magtiwala ka lang POWER!!!! [WITH]",joy,tl
",, Kung totoo man to, Pag palain pa sana kayo!!!! Masakit sa akin bilang isang katoliko, pero hindi kayo dapat pag aksayahan nang panahon!!!!!",sadness,tl
ako yung nag aaward ng ganito ngayon ako naman yung tumanggap ng Certificate of Recognition! Sarap pala ng pakiramdam!,joy,tl
[PHOTO] a blessings morning poh sa lahat ng mga good ang morning pakitingnan LANG po itotong itatag ko para bgo matapos ang taon maging maganda ang pagpasok sayo ng bagong taon be sure na maging OPEN MINDED lang po tayo。。。dont HESITATE LETs talk about AIM GLOBAL,anticipation,tl
ready na at i sesend na lang ang pang #PREMIUMKIT ng aking up coming leader my G0 thanks God super duper Blessing po ang day off ko yahooooh [WITH],anticipation,tl
"Naria vico [PHOTO] hello SWAmates!!! sa mga hindi pa aware, posted na po ang list of qualifiers pra sa phase0 ng ating SWA CAR RAFFLE PROMO sa inyong accounts. Congratulations Swa-Aces Mhai Purino!! Hopefully, ikaw na ang mapalad na car winner! :))",anticipation,tl
[PHOTO] team ni pacman sa PBA at [LOCATION],anticipation,tl
"Walong Tulog na lang, Jollibee na naman, ang araw lulubog, bukas mabubusog ng chicken joy manok at yumburger bilog lol",anticipation,tl
lahat ng mga tao may sasayang picture at kasa kasama nilafamily nila hahaayyyy ako lang ang hindi what bad day on it,sadness,tl
"nyo na kumoha si kuya Vhong ng pera sa Bank. [PERSON] masasabi ko lang po sa inyo,kung ano ang ginawa mo kay kuya Vhong,mas masakit pa ang mararamdaman mo sa mga susunod na araw.talagang mananagot ang tunay na nag kasala,at kahit kailan hinde magiging Tama ang Mali.",sadness,tl
[PHOTO] BABAERO na ba ang tawag sa mag like ng ibang picture??? paki explain Lab you!!!,joy,tl
"[PERSON] Gasatan [PHOTO] JOKE TIME!!! SA MGA ADDICT SA CELPHONES.. ETO PARA SA INYO LALO KAYONG MGA WALA PANG ASAWA AT NAPAPLANONG MANGANAK AT NAGHAHANAP NG MGA MAGIGING PANGALAN NILA.. HAHAHA!! LAUGHING TIME!!! in Central District, [PERSON] Kong.",joy,tl
"[PHOTO] Miz n kta nanay,miz kn naming lhat..ang hirap plang mwlan ng mhal s buhay..hbang buhay kng mananatiling buhay smin puso at icipan..kau ni kua..",sadness,tl
na mapupuno talaga ang 0th floor ng aimglobal ofis na puro team seagulls lang..power.,anticipation,tl
gud EvEzz..!!! 0 ALL ITS free KIss DAy....... . masaya yung pag crush ka ng crush mo.......... yun..... ho!!!!!!!!! . sana ma reAliZE NYA na SObraNG mahal KO sya.................................. hindi man ako perpektong tao pero pag nag mahal ako ng isang tao ay siguradong...,joy,tl
...... pangako ko proprotektahan kita gamit ang aking,joy,tl
KAKAYANAN KO.. Tulad ng sinabi ko FILIPINO IS THE BEST � #Pinoyrap #Pinoypride #PILIPINO #Chasermyc #Konektado #Batangangas #Onelove [WITH],anticipation,tl
ang ikapagiging mayaman natin. Nasa sa atin pa din. Nakaalalay at nakagabay lang sila sa atin. Kaya natin ito!!!,joy,tl
MOTOR AT SASABIHIN PANG PANAANO BA MAGANDANG GAWIN.....TSK TSK ANU YUN NANG SISITA TAPOS ANG GAGAWIN DI ALAM HAAYYY YAYAY....,anger,tl
"station na malapit kung saan ang krimen ang umaksyon ,.. at dapat kapakanan ng mga tao isipin ng ating kapulisan, Sabi nga ni [PERSON] ",sadness,tl
Pare-PareHo Lang Tayong Gusto Makakita [PERSON] Taong MAMAHALIN TAYO At Hindi Tayo SASAKTAN .. Hindi Masamang MANGARAP,joy,tl
[PHOTO] malaking jackfruits pero tingnan nyo po parang taong mag kyakap hehehe!! galing ni.langka!!!!!,joy,tl
miss you BICOL [PHOTO] Ito ang pinag mmalaking lugar nang manga oragon.bikol sa albay..,anticipation,tl
[PHOTO] UMINIT ANG DUGO KO TULAD NG ARAW HINDI KO KAYO TATAN.TANAN HUMANDA KAYO SAKIN ISAULI KO KAYO SA PINANGALINGAN NINYO.... [WITH].,anger,tl
Cute [PHOTO] waaaaaaaaaaa!!! ang ganda! sana maka kuha ako neto. #gshock #dragonballZ,anticipation,tl
JESSICA SANCHEZ WILL BE SINGING THE PHILIPPINE ANTHEM ON MANNY PACQUIAO'S FIGHT !!!! . -ansaya!!! sabi ku na nga ba eee..kea sab sa balita na nakikipag-ugnayan na c jessica ky manny pacquiao pra sa pagba0lik nia....XD,anticipation,tl
"TODAY!!! SA MGA INTERISADO KUMIKITA O MAGNEGOSYO NG NASA BAHAY LANG GAMIT ANG FACEBOOK, ADD/MESSAGE ME.",joy,tl
"..labyu labyu nanay! [PHOTO] We Will Miss You Nanay CORNING :* :'( Sana Masya ka na Dyan Sa Heaven , Alam ko Kasama mo na Si Tatay :'( [PERSON] po sa mga nagawa mo samen at saken. Mahal na mahal ka namin lahat. We will miss you :* Muah :*",sadness,tl
"katapos lang sa bonding tym,, sayang kulang!!! tnx sa mga nksama q TIN,CHARD AMMA,EVA!! . Cristina OnayanAmMa BeIanne EscañoChard Pineda!!",joy,tl
"chismis pero heto pa rin tayo sobrang matatag, masaya at sama-sama pa rin.. :)) and sana ganto pa rin ung samahan natin sa mga araw, taon at panahon na darating.. sama-sama at walang iwanan!! sobrang love ko kayong lahat!!! :) :) :) , blessed, thankful [WITH] at [LOCATION]",joy,tl
ganito wala pagbabago kahit anong ipon wala parin naiipon? Gusto ba natin umasenso sa buhay. Sa pagsali o pg invest sa ating negosyo dito segurado lahat ng pinapangarap natin matutupad.. our dreams our futures our goal. with Lily [PERSON] and Iloida De Jesus [PERSON] ,joy,tl
"like malate, san andres, for sure umiikot sila sa mga lugar na yan. Para sa mga kaibigan kong pulis, sana matulungan nio ko mailagay sila sa mga wanted list ng kapulisan.. Kaliskisan natin ng buhay ang mga walang modong demonyo na yan.. PLEASE SHARE.. with John Christian [PERSON] and 00...",anger,tl
"sa pagdadala. Hindi bawal ang huminto at mamahinga... pa-HINGA... Hayaan mo na HINGAhan ka ng Diyos, siguradong ika'y lalakas at sisigla. Amen. Amen?",joy,tl
"Natawa nmn ako s post mu..d k b natatamaan s mga cnasabi mu,at d mu naisip n parehas lng kau ng taong hinuhusgahan mu...magkaiba lng ng sitwasyon,pero parehas lng kau ng baho s katawan....haha....at tlgng wall to wall p huh???tapang ng apog",anger,tl
[PHOTO] TAGA CEBU KA KUNG........ Nahiya na sila sa Pinaggagawa ng kanilang Anak na si P-NOY...TAN-AWA ang mga parents ni pres. p-noy....naulaw na lang lol:) 000 PAG MAY TIME,anger,tl
Kapuge ! [PHOTO] wala na fever ang baby #thankuLord,joy,tl
"[PHOTO] Tricycle ba??? Php 0,000 lang ang downpayment!!! Pumunta kana sa Bikeworld Inc. - [PERSON] branch... #teamno0 #teamBikeworldSanPedro [WITH] at [LOCATION]",joy,tl
ba un.... pag ganun sarap sa pakiramdam......,sadness,tl
[PHOTO] MGA KABARANGAY!!! READY NA BA KAYU SA ATING MGA GILAS BOYS??? ITO NA ANG ATING SCHEDULES PARA SA 0000 FIBA WORLD CUP GAMES IN SPAIN!! LIVE ON TV0 AND REPLAY ON TV0 AND AKSYON TV!!! #0GINEBRACROWD #0NEVERSAYDIE #0GINEBRA0EVER -AdminJohn [WITH].,joy,tl
MAY GUSTO AKO sabihin SAYO . . . . . . . . Basahin mo yung CAPITAL LETTERS sa itaas.,joy,tl
",. Dito sa royale, expect the unexpected. Kapatid, kapamilya, kapuso, tara usap tayo.. Next week uli? Hai ang sarap maging #royalista grabeeee!! Hooo power talaga!! [WITH]",anticipation,tl
[PHOTO] Ilaaaaaag po sa mga matatamaan.......... at [LOCATION],joy,tl
[PHOTO] haaaay nakakabitin ang motorcade para pa uli ng isang ikot heheh with Fatima...,joy,tl
[PHOTO] Nagaya ba;;?!?ngaun lang ulit sumakit kamay ko sa drowing ah..,joy,tl
For sale : for only 00 thousand please PM me sa mGa interesado w/ Helmet and Jersey na na xia .. [PHOTO] DaOooy ;( ninDut maG.bike .. perO di ko kaGamit kay di ko katuGkad .. Perti manGud nakong taasa uii heHehe . YES NALANG ? #GOOD DAY! #ApriL na .. #ThankYou Lord #iLoveMyFAMILY♡♡♡ ...,joy,tl
maubos ang ENERGY ko kakahintay sayo ...,sadness,tl
[PHOTO] Nice one BAYANTEL! Kwento mo sa Elepante ang connection mo. . [URL],anger,tl
"Please help us God.. [PHOTO] ipanalangin po natin ang ating Inang Bayan,,,, nd lamang sa kasalukuyan bagyo at nagbabadyang pagputok ng Volcan Mayon kundi sa kaligtasan na rin nating lahat..... at [LOCATION]",anticipation,tl
yes dami intresado sa BWL [PHOTO] Ito na Pangalawang buwan ko sa BWL small pero nakakatuwa ksi nmn ilang oras klng sya ginagawa pag nga lang [PERSON] nag tatanong or [PERSON] bibili heto na sya sabayan nyo nko simula plang Ito marami pang kasunod [WITH].,anticipation,tl
". I deserve to be happy. You deserve to be happy Oo, ikaw alam kong kaya mo na ulit ngumiti. kaya mo ulit maging masaya. Hindi ibig sabihin na NAGHIWALAY lang kayo eh NAMATAY KA NA.kung patuloy akong lilingon sa nakaraan baka mauntog ako sa pagharap ko. #relatemuch",sadness,tl
hunger games mockingjay :'( tagal pa ng last part! [PHOTO] Mga Palabas :0 Abangan :D,anticipation,tl
(Mag dala ka ng jacket at bonet malamig) ;),anticipation,tl
[PHOTO] Mahal mo nga ako....kaya nga nakaya mong balewalain ako....totoo kaya ang kasabihang ito......???? [WITH].,sadness,tl
"naman sanang isipan ng masama ang ginagawa namen, Kung naiinggit kayo abay magsumikap kayo. Imbis na panlalait ang lumalabas sa bibig nyo, Magdasal na lang kayo kung wala din kayong naitutulong. Okay?",anger,tl
"mangulit, patuloy na lumapit at ipakita na nagtitiwala kang matibay); at",anticipation,tl
ang business na pinaghirapan mo sa maiiwan mo..o diba bongga!!LEGEND KAPA!!! HAPPY CHANGING LIVES!!,joy,tl
YUNG feeling na... inlove ka sa kanya pero inlove naman cia sa IBA.. OUCH..,sadness,tl
indi ka gid magsiling na indi ni imo kay basin bala mapahiya ka pag puli ko sa pilipinas..indi kana gud magtinikal!!!nag gawas na gid ya kung sin o ka puro ka lang gali hinambog..ano gid pinag malaki mo haw,anger,tl
Right! !! [PHOTO] [PERSON] mga lalaking puro lang,anger,tl
[PHOTO] Pilit kung pigilan ang luha ko dito sa caption ng donation ng davao city,sadness,tl
"Support My #Brother_Dreams [PHOTO] Hello... mga MADLAng k FB USErs kyO ang mAg DESIDE pRa s aKn, ANO pPASUK b akO s PBB HOUSE oh Ndi, kc aproval n ni Kuya at Direk ang pg Stay in kO s LOOB ng BAHAY ni KUYA this YEAR:-) hehe he... #agad0x akO TINANGGAP s AUDITION",anticipation,tl
"gaan sa feeling, ang saya na parang gusto ko maiyak na ewan hehehe Nasabi ko sa sarili ko na",joy,tl
walang success sa mga taong madaling sumuko. -> [URL],joy,tl
"[PHOTO] Mjh ko Sahil sa pukaroo k main Zinda hnn abii Phr sa maktill ko sanwaro k main zinda hn abii Lakhh mojoon main gehrraa hnn,, par abi doobaa tu naiii Mujh ko Sahill sa pukaro k main zinda hn abiiii..... Maqbool Butt Shaheed Terii azmat ko surkh salam... with Unique Khawaja...",joy,tl
[PHOTO] ULAN ba ang problema?... Pwes! Solve na imong problema.. ePm lang ko para maka order ani nga umbrella.. for 000$ lang makakuha naka ani... rush ni.. limited item ni xa.. [WITH].,joy,tl
"..sa lahat po ng kaibigan ko,ka-trabaho,kakilala wag na po kayo magtxt sa number ko at nawala na kani-kanina lang habang nagba-viahe para mag SWI.... lam mu ung napapagod kana kakalakad tapos pagsakay mu pala sa jeep ganun pa mangyayayri...kalorkey din ay...",sadness,tl
numbers natin jan!!!!!! Are you all excited sa mga malulupet na mangyayari jan sa kuwait??? Creating BIG IMPACT in Kuwait is not just a promise!,joy,tl
"Ahahaha.guess what? [PHOTO] Bwiset! [PERSON] hirap nman nto, hndi ako makaalis. Bka po alam nyo patulong nman. Pls lng..",sadness,tl
"YAN...MAGALING YAN SA KAMA..MALAMANG DI KAU MAG SISI SA PAG KANDOT SA KANY....HAHAA...MURA LNG PO MANINGIL YAN..BASTA LNG POH MATANGGAL LNG ANG LIBOG NIA....MASARAP TLGA YAN MG SEX,,DI KAU MG SISI SA BAYAD U SA KANYA..... with Niel Tajan",anticipation,tl
"buhay,pero pag nagsamasama na at naka duty,haAyY!!sa JOLLIBEE,BIDA tlaga ang SAYA!! [WITH]",joy,tl
[PERSON] Francesca ang pangalan ko Sa king pamilya'y tumutulong ako Nagtatrabaho ng kahit ano Sanay akong magbanat ng buto [PERSON] Francesca ang inyong lingkod Tapat na pag-ibig ang hanap ko Kapag umiibig ang puso ko Ito'y wagas at ito'y totoo,joy,tl
"[PHOTO] Hmm.. [PERSON] now I know, ..kung ano ang itsura ng paputok na..",joy,tl
while..naunsyami pa ang aking pag-uwi.Gudnite everyone.Hugs an kisses,sadness,tl
*may mga mataba n kahit konti lang ang kinakain ay tumataba pa rin at mayroon namang payat na kahit kumain ng marami ay payat pa rin. Ito ay dqhil sira ang metabolism(panunaw) *Binibigay ang tqma at kailangang timbang ng katawan *Nagpoptotect at nagrerepair ng connective tissue with Cathy M...,joy,tl
ayan sbe nya di sya nag seselos hala bkt galit ka skin??? ano too?? ung totoo? sorry na huh sorry na MISS K.F:) initials lang hehehe kilala mo na kung cno ka sory na ha . repost ko to hahaha gat d nya nkikita,joy,tl
"DISCOUNTED SA TUTION FEE, NAKATIPID KAYO NG P00,000. MALAKING TIPID AT MALAKING TULONG NA DIN PARA SA MGA MAGULANG. GLOBAL PACKAGES.. HEALTH, WEALTH, PROTECTION AT ANG HULI EDUCATION. LAHAT NA NASA GLOBAL PACKAGES NA. ALL IN ONE",joy,tl
Missed this T_T (~>__<~) (⊙＿⊙) [PHOTO] Nakakamiss naman. Ngayon bihira na lamang ang nakakapaglaro nito dulot ng makabagong teknolohiya.,sadness,tl
BAKLA ka. at HINDI KA STRAIGHT! wag ka magpakaBOBO! don't be a great pretender! gets mo?,anger,tl
"sa mga kalapit na lugar like malate, san andres, for sure umiikot sila sa mga lugar na yan. Para sa mga kaibigan kong pulis, sana matulungan nio ko mailagay sila sa mga wanted list ng kapulisan.. Kaliskisan natin ng buhay ang mga walang modong demonyo na yan.. PLEASE SHARE.. with Ako Si Ehk and...",anger,tl
[PHOTO] I wil miss ate bhevs. I love you s much. Huag kang magalala sa mga bata nding ndi namin pababayaan. Hangang andito p aq sa mundong ibabaw mamahalin q sila n kagayang pagmamahal m ibingay sa kanila. I really mz u te bhevs...rest in peace,sadness,tl
"nbubuhay kpa hanngang ngaun.. subrang miz n miz k nmin,, syang at maaga kng nwala s amin...I LOVE U PAPA.. . Zumba pag my tym,.. :) :) :)...",sadness,tl
Nikka [PERSON] blvd oh... [PHOTO] Ano bang nangyayari sa Pilipinas? Di ko tuloy maiwasang magalala para sa mga mahal ko sa buhay. Kahit kasi public places di na rin safe :-( Eto another incident sa shaw blvd!!! Please share para aware po friends and family natin!!!,fear,tl
[PHOTO] Pix muna bgo pmunta nang cmbhan,joy,tl
Minsan gusto kong titigan ka Minsan gusto kong kausap ka At madalas gustong-gusto ko Kasama ka Pero malayo tau sa isat isa ang kaya ko lang gawin ay isipin ka at ibulong sa Hangin na sobrang mahal kita Drama time na poh,sadness,tl
"nade-delay Pareho tayo walang pera nung nakita si ROYALE kaso magka iba tayo ng pananaw Ako gumawa ng paraan, Ikaw may pera na ayaw pa simulan^_^ contakin mo lang ako pag handa kana call/text/viber 00000000000 -Vince [WITH]",joy,tl
High moral [PHOTO] Bye catbalogan aalis na naman ako bukas :-) para matupad ang aking pangarap. Char :-P Pampa high moral mga pare dont give up ;-) [WITH].,anticipation,tl
IN BUSINESS ALWAYS BE POSITIVE! DAHIL KUNG NEGA KA AY GOODLUCK SAYO AT SA FUTURE MO! PERO KUNG POSITIVE KA WALA NG DAHILAN PARA HINDI KA MAGJOIN SA TECHNOWISE! ...See More . Photo: IN BUSINESS ALWAYS BE POSITIVE! DAHIL KUNG NEGA KA AY GOODLUCK SAYO AT SA FUTURE MO! PERO KUNG POSITIVE KA WALA...,anticipation,tl
[PHOTO] Wla trep ang bugoi,joy,tl
"[PHOTO] SA TOTOO LANG NAKAKAAWA KA! DAHIL SA TANDA MONG YAN, HINDI MO PA RIN ALAM ANG IBIG SABIHIN NG SALITANG #PAGKAKAISA! :-( #LETUSPRAYFORTHISPERSONFORHEDOESNTKNOWWHATHEISDOING #PITYFORYOU!",sadness,tl
"sa U.S. eh parang hindi ka na din Pinoy. Hoy MELINDA KA! [PHOTO] Wow naman kung makapagsalita parang hindi Pinoy! Nakapag US ka lang te, ganyan ka na kung manlait! 0 words for you ~ [PERSON] to hell!",anger,tl
"papasok. dmo malalaman kung gano kganda kung dka susubok. at nkkpanghinayang lang umangat na ang taong kasabayan mo sana kung ng umpisa kna. gets bahh??? :)) good p-aim po sa lahat,,,, powerrrr..",joy,tl
Tipid name kasal [PHOTO] Pwede na pala magpakasal ng ganito para Iwas gastos.... [WITH].,anticipation,tl
"[PHOTO] [PERSON] tao nga naman.. Pagka naligaw na ng landas.. Astagfirullah,0× Allahu akbar,0× with GhleentOen Uremine.",anger,tl
[PHOTO] Im [PERSON] rry sa mga galit sakin sana mapatawad nyu ako,sadness,tl
[PHOTO] ito na ang pinakapangit na araw namin?,sadness,tl
[PHOTO] Germania-Afganistan :))))) sa curga berea [WITH] in [LOCATION],joy,tl
Y [PHOTO] Gong Xi Fa [PERSON] Pav Tor Tor [WITH] in [LOCATION],joy,tl
"kang matatakot o mawawalan ng pag-asa sapagkat akong si Yahweh, na iyong Diyos, ay kasama mo saan ka man magpunta.",joy,tl
rin tutulong sa kapwa mo para maging daan ka sa knilang magandang kinabukasand0 sa Royale! Booommm!!! [WITH],anticipation,tl
PaaLam lola taba ku :(( subrang bilis pu ng panahon subrang mahal n mahal k pu namin :( hnd mn lng kta nkasamang matagal sa kadahilanang malayo kmi sau mahal n mahal ka nming mga apo mo REST iN PEACE .. we LOve you sO much,sadness,tl
[PERSON] EX mo ay hindi mo kaaway pero hindi mo rin kaibigan. Siya yung taong nakasama mong gumawa ng ala-ala sa nakaraan. Pero dina parte ng buhay mo sa kasalukuyan. Pwedeng s’ya yung dahilan kung bakit ka nasaktan o s’ya yung rason kung bakit madami kang natutunan.,joy,tl
[PERSON] classroom ay isang malaking Quiapo. Pag di mo itinago yang ballpen mo. Mananakawan ka! Good to all...Sayo kaayo ga facebook!!!! HAHAHAHA :)),joy,tl
P.S AKALA KO BA GUSTO MONG KUMITA NG MALAKI? PAG ARALAN MO NGA ANG SWA PARA NAMAN KUMITA KA DIN NG MALAKI KAKA-FACEBOOK MO DIYAN ^_^ [WITH],joy,tl
good evening guys......sad ang hirap mag mahal ng taong mahal moh pero di ka sure kung mahal ka rin nia...lahat naman ginagawa ko pero parang may kulang pa rin di kona alam kung tama ba o mali ......hope tama ang taong minahal ko at binigyan ko ng oras ko sa buhay ko :-( :-( :-(,sadness,tl
[PHOTO] world class laverdad christian school salamat po sa Dios sa pgbibigay sa atin ng mga mangangaral we love u bro eli and bro daniel ingatan nawa po lagi.,joy,tl
Astagaperlla .. [PHOTO] Paano m nasabi yan tang ina m kaw dpat bumaba sa lupa dhl kailangan kna n Lord m on the way kna sa empyerno...,anger,tl
"Gudmrning sa lahat.. [PHOTO] God slmt sa umagang ito,lge nio po sna kming gbyan at ingatan,bgyn ng mlusog n pnga0twn ng sgnon aming mgmpanan ang aming tungkulin araw arw.. ♥♥♥♥♥♥MAGANDANG UMAGA SA LHT♥♥♥♥ ♡♡♡♡♥♥SMILE ALWAYZ♡♡♥♥♥♥",joy,tl
Freshmen!!! [PHOTO] THROWBACK... 0STIME NAMIN UMAPAK SA TAINAN CITY... HEHEHEHEHE..:-) MGA WALANG KAMUWANG MUWANG.. HAHAHAHA.. at [LOCATION],joy,tl
[PHOTO] dahil sumikat na si haring araw happy happy na si bebe :) kakagigil sarap kagatin..tym to wash ng bebe nmen [WITH].,joy,tl
more it inspires me to be the man i am now. salamat po sa lahat ng mga tao na tumulong sa akin (alam niyo na kung sino-sino kayo); at lalo pa sa mga tao na hindi naniwala sa aking maliit na kakayanan dahil kayo ang nagpatibay sa akin para di sumuko. Thank You Lord For All Your Blessings...,joy,tl
[PHOTO] [PERSON] Christmas mga Ninong at Ninang ko ;) Namamasko po <0<0<0 kitakitz po bkas <0 hehe Godbless!! :) alam nyu npo qng cnu0 kyo heheheh,anticipation,tl
", 0000 Harbor Point, Subic SEE YOU THERE MGA (POPSTERS) :) <0 hmmmmm excited ako sobra sino sino ba mga pupunta jan taas ang PAA heheheh joke PEACE (EXCITED lang sobra) [WITH]. SARAH GERONIMO photoghrapys...",anticipation,tl
:Lumayas ka na nga? Anak :Ngaun o Bukas? Dad :Ngaun na Anak :Hatid mo ko hindi? Dad :Patayin kaya kita? Anak :Saksakin o babarilin? Dad :Babarilin Anak :Sa ulo o sa tiyan? HAYAHAYYYYYYYYY ANG BUHAY :)))) .. . . . hahaha. . jhomar Cuerpo#00...,joy,tl
ito lng po ang kasagutan nyo na para mawala. #00in0soap #stemcellsoap [WITH],joy,tl
MY SECONDARY & BRIDES MAID ON MY MILITARY CHURCH WEDDING FEB 0 0000 [PHOTO] SILA ANG DAHILAN KUNG BAKIT LALONG GUMANDA AT NAGKAKULAY ANG WEDDING NG SIS KO......... [WITH].,joy,tl
MANGUTANG AS COLLATERAL. KUNG SINO MAN NAKILALA SA KANYA TULUNGAN NYO KAMI PARA MAIBALIK MGA INUTANG NYA DHAIL KAMI ANG MAKUKULONG KUNG HINDI MAKABAYAD DAHIL PANGALAN NAMIN ANG GINAMIT NYA. CONFIRMED SHE DEPART ABU DHABI UAE ON 00 JUNE 0000 VIA ETIHAD AIRLINES.,sadness,tl
Ilang % Ako Sa Life Mo? 00% Kakilala Lang 00% Kabarkada Lang 00% Friend 00% Best Friend 00% Parang Kapatid Na Kita 00% Crush Kita 00% Gusto Kita 00% Special Ka Sa Akin 00% Super [PERSON] Kita 000% Mahal Na Mahal Kita 000% I Want [PERSON] Spent My Tym [PERSON] You,joy,tl
"ng takot sa pagdating ng panahon na hinihintay ng kanilang anak, na sila ay tumanda na at mga wala na ding mga silbi. Halos sisihin nila ang kanilang mga sarili sa naghihintay na masaklap na sasapitin sa hinaharap sa piling ng kanilang mahal na anak.",sadness,tl
"NAG MENSAHE NUNG WALANG KATUTUHANAN AY INU ULAN PO NG DEAD TREAT PO NGAUN.....!!!!!!,, MALINAW NAPO ANG LAHAT NGAUN NILABAS NA SA BALITA....NA MALINIS TAU AT NAGPAPASOK TALAGA TAU NG MGA KATOLIKO DAHIL MAY KATOLIKONG NAGPAHAYAG NA.....",joy,tl
"PAG ROYALE KA POWER!TNXS SA UPLOAD MAM MARILYN MORALES! [PHOTO] [PERSON] pagbabalik ng Agila! Si Mrs. sa Pinas Jovie [PERSON] Berjuega Bilog, si Mr. sa South Korea Dennizu Enaje Bilog. Ay grabe na eto hataw kung hataw na! Winner! [PERSON] God be the glory! [WITH].",joy,tl
"[PHOTO] Naku!!!! Sgi kayo,,,, isip-isipin ninyo ....nag tatanong lang siya ikasi bata..... pero hmmm sgi nga kaya bang sagotin?",anticipation,tl
"Ate Meryll Bautista, Eto po yung International Builders Package or 0heads :) Take a look to it na lang po... [PHOTO] ITO ANG DAHILAN KUNG BAKIT ANG LAHAT AY NAGSASALIHAN NA MARKETING PLAN PALANG NAPAPA OO NA IBAAA ....... AIM GLOBAL 0 YEARS NA TAYO #0 MLM COMPANY YEAHHHH",joy,tl
"larawang ito at isa sa mga anak mo ang ganito rin ang sitwasyon sa kanilang mga paalagaan,habang nasa trabaho ka at malayo sa kanila habang sumisirena kanina. -photo taken by ynet. with Sherryl [PERSON] ",sadness,tl
"Share [PHOTO] Sheeet, kung maka PUTANG INA naman tong lalake na to sa lahat ng MUSLIM :0 PLEASE Respeto naman saaming mga MUSLIM. plss share this. [WITH].",anger,tl
..habang buhay ko pagsisisihan kong di ako magpapapakatotoo..im so sorry i jst want to say to you Ako Cii Juszxce i just dont love you no more :'( ....... :(,sadness,tl
"oh my goodness nalaglag ang passport, sss id, at postal id ko, and other documents.. kung sino man nakapulot paki tawagan nlng po yung number sa likod nung passport. salamat po sana po maibalik..",sadness,tl
"pangarap mo,,dahil sa AIMGLOBAL!!magpatuloy ka para makuha ito,wag kang matakot nsa tamang daan at sistema kana,wag knang babalik pa,dahil naghihintay syo ang pangarap mo,tulong0 at magkakasama tyo,magtiwala klng at magpayuloy,with the help of GOD ang AIMGLOBAL..lahat posible...POWER!!!",joy,tl
"tagyawatin na hindi naaalis angmga agyawat...nag-aalis ng darkspot,wrinkles at marami pang iba...talagang napakaganda gproduct na ito. POWER!!!KAYA JOIN NA PO KAYO...HAPPY CHANGING LIVES",joy,tl
. Thnx si LORD na bhalang gumanti sa inyong kabutihan.... with Lauren Angeli Mangente and Aj Mangente,fear,tl
"[PHOTO] <0 Dito ay umaga @t jan ay gabi, ang oras natin ay makasalungat aking hapunan iyong umagahan., =) naririnig kong song., goodmorning and hellow po sa mga adings,kuyas,ates,brods na kasalungat sa oras ng PHILLIPINES. =) [WITH].",joy,tl
[PHOTO] Makisaya kasama ang stars ng,anticipation,tl
"nalang at sa halagang 0,000 bastat masipag ka lang at matiyaga siguradong magkakaresulta ka dito . Huwagng pag isipan pa .Join na. Pls add our mentor Joceryl Garay...for more details.. [WITH]",anticipation,tl
"[PHOTO] Dahil sa okey na ang princessa nmin ^_^ Yun nwala agad ang lagnat at sipon ko :) hahaahha..adik tlga ako sa knya, kya wag na kayong papalag :) [WITH].",joy,tl
[PHOTO] Tama...at d ako nag sisi n mnahal kita kc un ang totoo..hehehe [WITH] at 新葡京 Grand Lisboa.,sadness,tl
[PHOTO] Yan ang nabili ko. Worth of 0k. Tatak. Walkers@vans@BNY Gift q sa sarili ko. Huhuhu.,joy,tl
"Hahah Nakakatawa Napag iwanan Kana ng Lahat , FeeLingero Ka Kase Mashado Pati Mga Tropa Mo GaLet Na Sayo Tahahaha ;)) Kawawa Nman .",joy,tl
